,age,portion,item,risk,why,term,bearing,types,profit_exp,conf,res_1,res_2,tf1,tf2,tf3,tf4,stock_type,risk_level
559,31-45,61-80%,20-40k,0-5%,3. As a part of experience :),Quite Long (1~3 year),8,"['ETF', 'Leverage', 'Individual Stocks', 'Fund']",0-10%,6,5. Remain calm and keep the portfolio as is,1. Sell everything and gain profit,Long term,False,Don't know,Don't know,"['Luxury goods', 'Energy & Resources', 'Airline', 'Real Estate', 'Entertainment']",medium
560,>65,0-20%,40-80k,20-30%,2. Only source of profit,Long (More than 3 years),10,"['Leverage', 'Fund']",>80%,4,2. Sell majority of stock and take some time before re-enter,1. Sell everything and gain profit,Long term,Don't know,True,Don't know,"['Retail', 'Franchise', 'BlockChain', 'Real Estate', 'Traveling', 'Telecommunication', 'Energy & Resources', 'Airline', 'Social Media', 'Semiconductors', 'Luxury goods']",medium
561,46-65,61-80%,10-20k,over 30%,3. As a part of experience :),Very short (1 month),5,"['ETF', 'Fund', 'Leverage', 'Individual Stocks']",>80%,6,2. Sell majority of stock and take some time before re-enter,"3. Take out 50%, and wait for further growth",Long term,True,Don't know,Don't know,"['Telecommunication', 'Traveling', 'Entertainment', 'Semiconductors']",high
562,18-22,41-60%,>80k,10-20%,2. Only source of profit,Long (More than 3 years),2,['Fund'],20-40%,3,1. Sell everything and give up,"4. Volatility is inevitable, so only sell the least increased assets",Short term,False,True,True,['Telecommunication'],low
563,46-65,81-100%,0-10k,over 30%,3. As a part of experience :),Very short (1 month),3,"['ETF', 'Fund', 'Individual Stocks']",40-80%,1,5. Remain calm and keep the portfolio as is,2. Sell majority of stock and take some time before re-enter,Don't know,False,Don't know,Don't know,"['Entertainment', 'Airline', 'Telecommunication']",medium
564,46-65,41-60%,10-20k,0-5%,3. As a part of experience :),Short Term (within 3 months),4,"['ETF', 'Fund']",20-40%,6,2. Sell majority of stock and take some time before re-enter,"4. Volatility is inevitable, so only sell the least increased assets",Long term,Don't know,False,Don't know,"['Retail', 'Airline', 'Cloud Computing', 'Entertainment', 'Real Estate', 'Energy & Resources', 'Luxury goods', 'Franchise', 'Semiconductors', 'Social Media', 'Telecommunication', 'BlockChain', 'Traveling']",low
565,18-22,21-40%,20-40k,0-5%,2. Only source of profit,Long (More than 3 years),4,"['ETF', 'Leverage']",10-20%,9,2. Sell majority of stock and take some time before re-enter,2. Sell majority of stock and take some time before re-enter,Long term,Don't know,False,True,"['BlockChain', 'Real Estate']",low
566,31-45,41-60%,40-80k,20-30%,1. Stock as a part of portfolio,Long (More than 3 years),2,"['Fund', 'Individual Stocks']",0-10%,2,"4. Volatility is inevitable, so only sell the weak assets",5. Keep the portfolio as is,Short term,True,False,False,"['Entertainment', 'Franchise', 'Semiconductors', 'Energy & Resources', 'Cloud Computing', 'Telecommunication', 'Luxury goods', 'Traveling', 'Social Media', 'Airline', 'Retail']",medium
567,46-65,21-40%,10-20k,5-10%,1. Stock as a part of portfolio,Very short (1 month),6,"['Individual Stocks', 'Leverage']",40-80%,4,"4. Volatility is inevitable, so only sell the weak assets","3. Take out 50%, and wait for further growth",Long term,True,True,True,"['Traveling', 'Entertainment', 'Semiconductors', 'Franchise']",medium
568,18-22,61-80%,10-20k,5-10%,1. Stock as a part of portfolio,Regular (6month~1 year),6,"['Leverage', 'ETF', 'Individual Stocks']",40-80%,6,1. Sell everything and give up,5. Keep the portfolio as is,Short term,True,Don't know,Don't know,['Energy & Resources'],high
569,>65,41-60%,10-20k,0-5%,2. Only source of profit,Quite Long (1~3 year),4,"['Individual Stocks', 'Fund', 'ETF', 'Leverage']",>80%,3,1. Sell everything and give up,1. Sell everything and gain profit,Long term,True,Don't know,False,['Traveling'],medium
570,23-30,21-40%,20-40k,10-20%,3. As a part of experience :),Regular (6month~1 year),5,"['Individual Stocks', 'Leverage', 'ETF']",10-20%,5,"4. Volatility is inevitable, so only sell the weak assets","4. Volatility is inevitable, so only sell the least increased assets",Short term,Don't know,Don't know,True,"['Real Estate', 'Airline', 'Cloud Computing', 'Franchise', 'Luxury goods', 'Entertainment', 'Retail', 'Social Media', 'Telecommunication']",medium
571,>65,41-60%,40-80k,5-10%,3. As a part of experience :),Quite Long (1~3 year),8,"['ETF', 'Fund', 'Leverage', 'Individual Stocks']",10-20%,1,"4. Volatility is inevitable, so only sell the weak assets",2. Sell majority of stock and take some time before re-enter,Don't know,Don't know,Don't know,False,"['Cloud Computing', 'Airline']",medium
572,18-22,41-60%,10-20k,5-10%,3. As a part of experience :),Long (More than 3 years),5,['Fund'],10-20%,6,5. Remain calm and keep the portfolio as is,2. Sell majority of stock and take some time before re-enter,Short term,False,Don't know,True,"['Entertainment', 'Cloud Computing', 'Franchise', 'Retail', 'Luxury goods', 'Social Media', 'Airline', 'Telecommunication', 'Real Estate', 'Energy & Resources', 'Semiconductors', 'BlockChain']",low
573,46-65,41-60%,>80k,20-30%,2. Only source of profit,Long (More than 3 years),9,['ETF'],40-80%,5,1. Sell everything and give up,"3. Take out 50%, and wait for further growth",Long term,Don't know,True,True,"['Telecommunication', 'Franchise', 'BlockChain', 'Luxury goods', 'Energy & Resources', 'Retail', 'Real Estate', 'Airline', 'Traveling', 'Entertainment', 'Social Media', 'Cloud Computing']",medium
574,46-65,0-20%,20-40k,0-5%,2. Only source of profit,Very short (1 month),1,"['ETF', 'Leverage', 'Individual Stocks']",10-20%,8,5. Remain calm and keep the portfolio as is,5. Keep the portfolio as is,Long term,False,False,False,"['Traveling', 'Cloud Computing', 'Franchise', 'Retail', 'Social Media', 'Semiconductors', 'Telecommunication', 'Energy & Resources']",medium
575,31-45,0-20%,>80k,10-20%,1. Stock as a part of portfolio,Regular (6month~1 year),8,"['Fund', 'ETF', 'Individual Stocks']",10-20%,8,5. Remain calm and keep the portfolio as is,2. Sell majority of stock and take some time before re-enter,Don't know,False,True,False,"['Social Media', 'Real Estate', 'Cloud Computing']",medium
576,>65,81-100%,0-10k,0-5%,1. Stock as a part of portfolio,Short Term (within 3 months),5,"['Fund', 'Leverage']",20-40%,3,5. Remain calm and keep the portfolio as is,"3. Take out 50%, and wait for further growth",Long term,Don't know,False,False,"['Real Estate', 'Cloud Computing', 'Energy & Resources', 'Retail', 'Airline', 'Semiconductors', 'Franchise', 'Social Media', 'Entertainment', 'Telecommunication', 'BlockChain']",medium
577,18-22,41-60%,0-10k,10-20%,3. As a part of experience :),Very short (1 month),9,"['Individual Stocks', 'ETF', 'Leverage', 'Fund']",40-80%,5,2. Sell majority of stock and take some time before re-enter,"3. Take out 50%, and wait for further growth",Don't know,False,Don't know,False,"['Social Media', 'Franchise', 'Luxury goods']",medium
578,>65,41-60%,>80k,10-20%,2. Only source of profit,Quite Long (1~3 year),10,"['ETF', 'Leverage', 'Fund', 'Individual Stocks']",0-10%,2,5. Remain calm and keep the portfolio as is,"3. Take out 50%, and wait for further growth",Long term,False,Don't know,True,"['Entertainment', 'Airline', 'BlockChain', 'Luxury goods', 'Energy & Resources', 'Semiconductors', 'Real Estate', 'Social Media', 'Telecommunication', 'Retail', 'Cloud Computing', 'Traveling', 'Franchise']",medium
579,>65,81-100%,20-40k,0-5%,3. As a part of experience :),Quite Long (1~3 year),8,"['Leverage', 'Fund', 'ETF']",>80%,5,5. Remain calm and keep the portfolio as is,2. Sell majority of stock and take some time before re-enter,Long term,Don't know,True,True,"['Energy & Resources', 'Semiconductors', 'Traveling', 'BlockChain', 'Real Estate']",medium
580,23-30,61-80%,40-80k,0-5%,1. Stock as a part of portfolio,Regular (6month~1 year),10,"['Leverage', 'Fund']",10-20%,3,2. Sell majority of stock and take some time before re-enter,"3. Take out 50%, and wait for further growth",Short term,Don't know,True,False,"['Semiconductors', 'Luxury goods']",medium
581,46-65,41-60%,40-80k,5-10%,2. Only source of profit,Very short (1 month),4,"['Individual Stocks', 'ETF', 'Leverage', 'Fund']",40-80%,2,"3. Take out 50%, and wait before the rebound","3. Take out 50%, and wait for further growth",Long term,True,Don't know,False,"['Luxury goods', 'Cloud Computing', 'Traveling', 'Telecommunication', 'Energy & Resources', 'Social Media', 'Franchise', 'Airline', 'Retail']",high
582,31-45,81-100%,20-40k,over 30%,3. As a part of experience :),Long (More than 3 years),1,"['Individual Stocks', 'ETF']",0-10%,10,"3. Take out 50%, and wait before the rebound",1. Sell everything and gain profit,Short term,True,True,True,"['Semiconductors', 'Luxury goods', 'BlockChain', 'Energy & Resources', 'Franchise', 'Retail', 'Entertainment', 'Cloud Computing', 'Airline', 'Traveling', 'Social Media']",medium
583,31-45,0-20%,20-40k,20-30%,3. As a part of experience :),Regular (6month~1 year),7,['Individual Stocks'],>80%,2,1. Sell everything and give up,"4. Volatility is inevitable, so only sell the least increased assets",Long term,True,True,Don't know,['Airline'],medium
584,23-30,41-60%,>80k,0-5%,3. As a part of experience :),Long (More than 3 years),3,"['ETF', 'Individual Stocks', 'Fund']",>80%,3,1. Sell everything and give up,1. Sell everything and gain profit,Short term,False,True,True,"['Social Media', 'Real Estate', 'Energy & Resources', 'Semiconductors', 'Telecommunication', 'Airline', 'Retail', 'Luxury goods', 'Traveling', 'Cloud Computing']",low
585,>65,41-60%,40-80k,0-5%,3. As a part of experience :),Very short (1 month),9,"['ETF', 'Fund', 'Leverage', 'Individual Stocks']",>80%,8,"4. Volatility is inevitable, so only sell the weak assets",5. Keep the portfolio as is,Short term,Don't know,Don't know,False,"['Luxury goods', 'Airline', 'Traveling', 'Energy & Resources', 'Entertainment']",high
586,46-65,81-100%,40-80k,5-10%,2. Only source of profit,Regular (6month~1 year),8,"['Leverage', 'Individual Stocks', 'Fund']",10-20%,2,"4. Volatility is inevitable, so only sell the weak assets",1. Sell everything and gain profit,Short term,Don't know,True,Don't know,"['Traveling', 'Retail', 'BlockChain', 'Telecommunication', 'Airline', 'Luxury goods', 'Semiconductors', 'Franchise', 'Social Media', 'Energy & Resources', 'Real Estate', 'Cloud Computing', 'Entertainment']",high
587,23-30,0-20%,20-40k,0-5%,1. Stock as a part of portfolio,Quite Long (1~3 year),5,"['ETF', 'Leverage', 'Individual Stocks']",10-20%,2,"3. Take out 50%, and wait before the rebound","4. Volatility is inevitable, so only sell the least increased assets",Short term,Don't know,True,False,"['Airline', 'BlockChain', 'Social Media', 'Energy & Resources', 'Franchise', 'Telecommunication', 'Retail', 'Luxury goods', 'Cloud Computing', 'Semiconductors', 'Entertainment', 'Real Estate', 'Traveling']",medium
588,23-30,21-40%,10-20k,5-10%,3. As a part of experience :),Quite Long (1~3 year),9,"['Leverage', 'Individual Stocks', 'ETF', 'Fund']",0-10%,5,2. Sell majority of stock and take some time before re-enter,2. Sell majority of stock and take some time before re-enter,Long term,Don't know,Don't know,False,"['Telecommunication', 'Retail', 'Energy & Resources', 'Luxury goods', 'Cloud Computing', 'Traveling', 'BlockChain', 'Airline', 'Social Media', 'Real Estate']",medium
589,46-65,21-40%,0-10k,0-5%,3. As a part of experience :),Long (More than 3 years),9,"['Leverage', 'Individual Stocks']",20-40%,2,5. Remain calm and keep the portfolio as is,1. Sell everything and gain profit,Long term,True,False,True,"['BlockChain', 'Entertainment', 'Retail', 'Franchise', 'Traveling']",medium
590,>65,21-40%,10-20k,5-10%,2. Only source of profit,Quite Long (1~3 year),5,"['ETF', 'Leverage']",>80%,4,1. Sell everything and give up,2. Sell majority of stock and take some time before re-enter,Long term,Don't know,False,True,"['Social Media', 'BlockChain']",medium
591,>65,81-100%,10-20k,20-30%,1. Stock as a part of portfolio,Quite Long (1~3 year),7,"['Leverage', 'ETF', 'Fund']",20-40%,10,2. Sell majority of stock and take some time before re-enter,5. Keep the portfolio as is,Don't know,True,Don't know,Don't know,"['Retail', 'Cloud Computing', 'Traveling', 'Telecommunication', 'Energy & Resources', 'BlockChain', 'Franchise', 'Social Media', 'Semiconductors', 'Airline', 'Luxury goods']",high
592,23-30,61-80%,0-10k,0-5%,2. Only source of profit,Regular (6month~1 year),10,"['ETF', 'Leverage', 'Individual Stocks']",>80%,6,"3. Take out 50%, and wait before the rebound",5. Keep the portfolio as is,Don't know,Don't know,True,True,"['Traveling', 'Entertainment', 'Retail', 'Cloud Computing', 'Luxury goods']",high
593,31-45,61-80%,>80k,5-10%,3. As a part of experience :),Long (More than 3 years),7,"['Fund', 'ETF', 'Individual Stocks', 'Leverage']",>80%,2,1. Sell everything and give up,5. Keep the portfolio as is,Don't know,Don't know,True,False,"['Luxury goods', 'Franchise', 'Semiconductors', 'Airline', 'Social Media', 'Retail', 'Entertainment', 'Cloud Computing', 'Traveling', 'BlockChain', 'Telecommunication', 'Real Estate', 'Energy & Resources']",medium
594,31-45,0-20%,10-20k,0-5%,3. As a part of experience :),Short Term (within 3 months),10,"['ETF', 'Fund', 'Leverage']",>80%,4,"4. Volatility is inevitable, so only sell the weak assets",5. Keep the portfolio as is,Don't know,False,Don't know,False,"['Franchise', 'Traveling']",medium
595,18-22,61-80%,40-80k,10-20%,2. Only source of profit,Quite Long (1~3 year),4,"['Individual Stocks', 'ETF', 'Leverage', 'Fund']",20-40%,4,2. Sell majority of stock and take some time before re-enter,"4. Volatility is inevitable, so only sell the least increased assets",Short term,Don't know,Don't know,Don't know,"['Social Media', 'Semiconductors', 'Retail', 'Telecommunication', 'Luxury goods', 'Entertainment', 'Cloud Computing', 'Airline', 'Traveling']",medium
596,23-30,0-20%,>80k,5-10%,2. Only source of profit,Very short (1 month),10,"['Leverage', 'ETF']",>80%,9,"3. Take out 50%, and wait before the rebound","3. Take out 50%, and wait for further growth",Long term,False,True,True,"['Social Media', 'Luxury goods', 'Entertainment', 'Energy & Resources', 'Real Estate', 'Telecommunication', 'BlockChain', 'Semiconductors', 'Cloud Computing', 'Franchise', 'Airline', 'Retail']",medium
597,46-65,81-100%,20-40k,5-10%,1. Stock as a part of portfolio,Very short (1 month),9,['Leverage'],10-20%,4,2. Sell majority of stock and take some time before re-enter,1. Sell everything and gain profit,Short term,False,Don't know,Don't know,"['Entertainment', 'Telecommunication', 'Semiconductors', 'Luxury goods']",medium
598,18-22,61-80%,20-40k,0-5%,1. Stock as a part of portfolio,Very short (1 month),8,"['Leverage', 'Fund']",>80%,9,"4. Volatility is inevitable, so only sell the weak assets",5. Keep the portfolio as is,Short term,Don't know,True,Don't know,"['Airline', 'Entertainment', 'Traveling', 'Energy & Resources', 'Real Estate', 'Social Media']",high
599,>65,21-40%,40-80k,over 30%,2. Only source of profit,Short Term (within 3 months),4,"['Fund', 'Individual Stocks', 'Leverage']",>80%,2,5. Remain calm and keep the portfolio as is,5. Keep the portfolio as is,Long term,False,Don't know,True,"['Entertainment', 'Airline', 'BlockChain', 'Franchise', 'Traveling', 'Luxury goods', 'Telecommunication', 'Retail', 'Cloud Computing', 'Real Estate', 'Social Media']",medium
600,23-30,81-100%,10-20k,5-10%,2. Only source of profit,Long (More than 3 years),4,"['Fund', 'Leverage', 'Individual Stocks', 'ETF']",20-40%,7,2. Sell majority of stock and take some time before re-enter,"4. Volatility is inevitable, so only sell the least increased assets",Short term,Don't know,True,False,"['Franchise', 'Airline', 'Cloud Computing', 'Traveling', 'BlockChain', 'Entertainment', 'Luxury goods', 'Retail', 'Real Estate', 'Telecommunication', 'Semiconductors', 'Energy & Resources']",high
601,>65,41-60%,0-10k,20-30%,2. Only source of profit,Quite Long (1~3 year),8,"['Fund', 'ETF', 'Individual Stocks', 'Leverage']",>80%,4,"3. Take out 50%, and wait before the rebound",2. Sell majority of stock and take some time before re-enter,Long term,True,False,Don't know,"['Airline', 'Traveling', 'Telecommunication', 'Semiconductors', 'Franchise', 'Energy & Resources']",high
